"","pID","eID","oID","internalID","Effect description","origDirection","repDirection","origN","repN","testReported","What statistical test was reported?","Statistical test applied to original data","Original test statistic type","Original test statistic value","origdf1","origdf2","origPval","Replication statistical test","Replication test statistic type","Replication test statistic value","repdf1","repdf2","repPval","Was original data representative?","origRawDiff","repRawDiff","Replication raw difference type (mean or median)","Replication raw difference lower CI","Replication raw difference upper CI","EStype","origES","origESLo","origESHi","repES","repESLo","repESHi","Meta-analysis effect size","Meta-analysis lower CI","Meta-analysis upper CI","Meta-analysis p value","Notes.x","Original paper figure","Was experiment originally identified by RP:CB team","Did experiment continue after sharing with labs (before submitting protocol to eLife)","Did the experiment protocol get submitted to eLife","Did the experiment get accepted and published in eLife","Clarifications asked of original authors","responseQuality","Data shared by original authors","Code shared by original authors","materialsRequested","Key materials offered to be shared","Key materials shared","expType","Number of lab(s) contracted for the experiment","labsContracted","Registered Report protocol","Experiment description","Replication experiment attempted","Replication experiment completed","If experiment incomplete, why?","Changes needed during experimentation?","changesNeededProse","Changes able to be implemented during experimentation?","If modifications unable to be fully implemented, why?","Replication study figure","Were materials shippped between replicating labs?","If a material was shipped between replicating labs, what was it?","What types of experimental techniques were utilized?","Was the original experiment blinded?","Was the replication experiment blinded?","Was the original experiment randomized?","Was the replication experiment randomized?","Was the original experiment sample size determined a priori?","Was the replication experiment sample size determined a priori?","Was a statistical test reported in the original paper?.y","What statistical test(s) was reported?","Was variation of biological repeats reported in the original experiment?","Notes.y","Original paper title","Year","Original paper journal","Number of original authors","Anticipated budget when replication design originally identified by RP:CB team","Anticipated budget when Registered Report manuscript ready for submission to eLife","Anticipated budget when Registered Report accepted and published in eLife","Actual budget at completion of replication attempt","Registered Report submission date","Registered Report acceptance date","Link to Registered Report","Replication study fully completed","If Replication study incomplete, why?","Replication study submission date","Replication study acceptance date","Link to Replication study","Did original authors respond to any emails?","Did the original paper have a potential conflict of issue statement?","Did the replication study have a potential conflict of issue statement?","Number of lab(s) contracted for the entire paper","Type of contracted lab(s) for the entire paper","Notes"
"174",24,1,2,1,"PTEN-3'UTR luciferase reporter activity of siNC vs siZNF460","Null","Positive","8.0",8,"No","NA","Student's t test","t","1.319308","NA","6.0","0.2351748","Student's t test","t","0.899187","NA","6.0","0.4031949","No","NA","NA","NA","NA","NA","Cohen's d","0.9328917","-0.5789872","2.378636","0.6358212","-0.8181923","2.041438","0.7817484","-0.502265","2.065762","0.2327563","assumed original study did not perform a statistical test since there was no 'n.s' for this comparison","3C,S3A","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","1.0","ceRNA depletion on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"175",24,1,3,1,"PTEN-3'UTR luciferase reporter activity of siNC vs siVAPA","Positive","Null-positive","8.0",8,"Yes","Student's t test","Welch's t test","t","10.79469","NA","3.576481","7.419815E-4","Student's t test","t","0.2254175","NA","6.0","0.8291362","No","NA","NA","NA","NA","NA","Glass' delta","5.653017","1.227296","10.16045","0.1556105","-1.2475","1.534436","2.749352","-2.629439","8.128143","0.316426",NA,"3C,S3A","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","1.0","ceRNA depletion on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"176",24,1,4,1,"PTEN-3'UTR luciferase reporter activity of siNC vs siCNOT6L","Positive","Null-positive","8.0",8,"Yes","Student's t test","Welch's t test","t","6.044029","NA","3.925518","0.004015118","Student's t test","t","0.425898","NA","6.0","0.6850368","No","NA","NA","NA","NA","NA","Glass' delta","3.252155","0.407338","6.0475","0.3363867","-1.098502","1.720333","1.659842","-1.185385","4.50507","0.2528729",NA,"3C,S3A","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","1.0","ceRNA depletion on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"177",24,1,5,1,"PTEN-3'UTR luciferase reporter activity of siNC vs siPTEN","Positive","Positive","8.0",8,"Yes","Student's t test","Welch's t test","t","17.05087","NA","3.085825","3.724277E-4","Mann-Whitney","z","2.309401","NA","NA","0.02857143","No","NA","NA","NA","NA","NA","Glass' delta","8.586207","2.109776","15.2773","2.484508","0.1009866","4.77607","5.343651","-0.6240873","11.3113894","0.0792598",NA,"3C,S3A","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","1.0","ceRNA depletion on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","1.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"178",24,2,1,1,"PTEN-3'UTR luciferase reporter activity of EV vs SERINC1-3'UTR","Positive","Negative","8.0",12,"Yes","Student's t test","Student's t test","t","3.824188","NA","6.0","0.008718023","Student's t test","t","-3.320952","NA","10.0","0.007735024","No","NA","NA","NA","NA","NA","Cohen's d","2.704109","0.6200775","4.693687","-1.917353","-3.289486","-0.484107","0.3470258","-4.181012","4.875064","0.8805987",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"179",24,2,2,1,"PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR1","Positive","Negative","8.0",12,"Yes","Student's t test","Welch's t test","t","4.110761","NA","4.392191","0.01214254","Student's t test","t","-3.132738","NA","10.0","0.0106408","No","NA","NA","NA","NA","NA","Glass' delta","4.625142","0.8937053","8.384744","-1.441733","-2.826101","0.02658932","1.486164","-4.45566","7.427991","0.6239754",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"180",24,2,3,1,"PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR2","Positive","Negative","8.0",12,"Yes","Student's t test","Student's t test","t","7.805821","NA","6.0","2.331278E-4","Student's t test","t","-4.832133","NA","10.0","6.895721E-4","No","NA","NA","NA","NA","NA","Cohen's d","5.519549","2.156096","8.832212","-2.789833","-4.411396","-1.104969","1.299765","-6.84228","9.44181","0.7543709",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"181",24,2,4,1,"PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR1","Positive","Negative","8.0",12,"Yes","Student's t test","Student's t test","t","6.46204","NA","6.0","6.512861E-4","Student's t test","t","-4.419996","NA","10.0","0.00129412","No","NA","NA","NA","NA","NA","Cohen's d","4.569352","1.66362","7.408486","-2.551886","-4.100061","-0.9400836","0.9498294","-6.0279","7.927559","0.7896261",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"182",24,2,5,1,"PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR2","Positive","Negative","8.0",12,"Yes","Student's t test","Student's t test","t","6.654921","NA","6.0","5.563789E-4","Welch's t test","t","-5.085004","NA","7.100732","0.001362887","No","NA","NA","NA","NA","NA","Glass' delta","5.195923","1.081294","9.369","-2.293205","-4.037522","-0.4709422","1.363963","-5.973248","8.701174","0.7155961",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"183",24,2,6,1,"PTEN-3'UTR luciferase reporter activity of EV vs PTEN-3'UTR","Positive","Negative","8.0",10,"Yes","Student's t test","Welch's t test","t","11.76119","NA","3.325596","7.993519E-4","Welch's t test","t","-7.502377","NA","5.602625","3.991548E-4","No","NA","NA","NA","NA","NA","Glass' delta","6.038505","1.348041","10.82966","-3.154098","-5.328959","-0.9197438","1.365394","-7.641933","10.372722","0.7663862",NA,"3D","Yes","Yes","Yes","Yes",2,4,1,0,"Plasmids","Plasmids","Plasmids","Cell-based","1.0","Core9","2.0","ceRNA overexpression on PTEN-3'UTR luciferase reporter activity","Yes","Yes","NA","0.0","NA","6.0","NA","2.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"184",24,3,1,1,"PTEN expression of siNC vs siSERINC1 in wild-type HCT116 cells","Positive","Null-positive","8.0",6,"Yes","Student's t test","Student's t test","t","7.789881","NA","6.0","2.357769E-4","Student's t test","t","1.814961","NA","4.0","0.143716","No","NA","NA","NA","NA","NA","Cohen's d","5.508277","2.150352","8.815231","1.48191","-0.4619813","3.302322","3.393106","-0.5475952","7.3338075","0.09148617",NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"185",24,3,2,1,"PTEN expression of siNC vs siVAPA in wild-type HCT116 cells","Positive","Positive","8.0",6,"Yes","Student's t test","Student's t test","t","9.16309","NA","6.0","9.512535E-5","Student's t test","t","5.40547","NA","4.0","0.005671521","No","NA","NA","NA","NA","NA","Cohen's d","6.479283","2.638413","10.2841","4.413548","1.040123","7.719426","5.411259","3.341498","7.48102","2.988008E-7",NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"186",24,3,3,1,"PTEN expression of siNC vs siCNOT6L in wild-type HCT116 cells","Positive","Null-positive","8.0",6,"Yes","Student's t test","Student's t test","t","8.748704","NA","6.0","1.234589E-4","Student's t test","t","2.554485","NA","4.0","0.06300514","No","NA","NA","NA","NA","NA","Cohen's d","6.186268","2.492441","9.839689","2.085728","-0.1010185","4.142058","4.029867","0.01679942","8.04293551","0.04904863",NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"187",24,3,4,1,"PTEN expression of siNC vs siPTEN in wild-type HCT116 cells","Positive","Positive","8.0",6,"Yes","Student's t test","Welch's t test","t","23.63169","NA","3.003484","1.647319E-4","Student's t test","t","10.01587","NA","4.0","5.585633E-4","No","NA","NA","NA","NA","NA","Glass' delta","11.81928","3.029334","20.95182","5.788292","0.5530485","11.30629","8.648783","2.746339","14.551227","0.004079957",NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"188",24,3,5,1,"PTEN expression of siNC vs siSERINC1 in Dicer-Ex5 HCT116 cells","Positive","Positive","8.0",8,"No","NA","Student's t test","t","4.207805","NA","6.0","0.005636838","Student's t test","t","3.963494","NA","6.0","0.007422007","No","NA","NA","NA","NA","NA","Cohen's d","2.975367","0.7811132","5.077952","2.802613","0.6790372","4.832643","2.887488","1.330393","4.444583","2.784433E-4","assumed original study did not perform a statistical test since there was no '*' for this comparison","3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"189",24,3,6,1,"PTEN expression of siNC vs siVAPA in Dicer-Ex5 HCT116 cells","Null","Null-positive","8.0",8,"No","NA","Student's t test","t","1.421179","NA","6.0","0.2050917","Student's t test","t","0.8955753","NA","6.0","0.404974","No","NA","NA","NA","NA","NA","Cohen's d","1.004925","-0.5231449","2.463199","0.6332674","-0.8203145","2.038622","0.8148758","-0.4722217","2.1019733","0.2146519","assumed original study did not perform a statistical test since there was no 'ns' for this comparison","3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"190",24,3,7,1,"PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells","Positive","Positive","8.0",8,"No","NA","Student's t test","t","3.992918","NA","6.0","0.007176665","Welch's t test","t","2.920492","NA","4.357305","0.03894628","No","NA","NA","NA","NA","NA","Glass' delta","2.708333","0.193857","5.142675","3.323902","0.4344105","6.168055","2.992545","1.345146","4.639943","3.703924E-4","assumed original study did not perform a statistical test since there was no '*' for this comparison.","3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"191",24,3,8,1,"PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells","Positive","Positive","8.0",8,"Yes","Student's t test","Welch's t test","t","41.125","NA","3.0","3.163946E-5","Student's t test","t","4.149283","NA","6.0","0.006015906","No","NA","NA","NA","NA","NA","Glass' delta","20.5625","5.434002","35.36035","2.075854","-0.07814925","4.119009","11.12118","-6.991244","29.233603","0.2288083",NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,"NA","NA","NA","Cell-based","1.0","Core9","3.0","ceRNA depletion on PTEN expression","Yes","Yes","NA","0.0","NA","6.0","NA","3.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
"192",24,4,1,1,"cell proliferation of siNC vs siVAPA in wild-type HCT116 cells","Positive","Positive","6.0",8,"Yes","Student's t test","Student's t test","t","7.456842","NA","4.0","0.001728131","Student's t test","t","3.071358","NA","6.0","0.02190393","No","NA","NA","NA","NA","NA","Cohen's d","6.088486","1.742122","10.42311","2.171778","0.2904801","3.956579","3.909479","0.09561801","7.72334036","0.04452625",NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,"NA","NA","NA","Cell-based","1.0","Core9","4.0","ceRNA depletion on cell proliferation","Yes","Yes","NA","0.0","NA","6.0","NA","4.0","No","NA",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,25000,"33415.68","43110.89","62894.9","42331.0","42404.0","https://elifesciences.org/articles/12470","Partial",NA,"43977.0","44092.0","https://elifesciences.org/articles/56651","Yes","No","Yes","1.0","Core9",NA
