X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,What.types.of.experimental.techniques.were.utilized.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI,pw.PILo,pw.PIHi,pw.PIRepInside,pw.PILo.sens,pw.PIHi.sens,pw.PIRepInside.sens,pw.Porig,pw.PorigSens,pw.ratio,pw.ratioVar,pw.diff,pw.diffVar,pw.PsigAgree1,pw.PsigAgree1.sens,pw.FEest,pw.FEestVar,pw.FElo,pw.FEhi
267,267,267,42,2,4,1,Metastatic burden in femurs of shScr injected mice vs shMet,Positive,Null-positive,10,13,No,"",Mann-Whitney,z,2.78543,,,0.007936508,Mann-Whitney,z,0,,,1,No,,,"",,,,Cliff's delta,1,0.03,0.8490597,1,0.000000000000000009269929,0.3518658,-0.5677269,0.5677269,0.5,-0.4878146,0.9263176,0.3173105,Null-positive,Student's t test,t,3.063755,,8,0.01549405,Student's t test,t,-0.7403523,,11,0.4745926,,"",,,,Cohen's d,1.937689,0.8906913,0.348804,3.4519,0.411894,0.6123027,-0.700735,1.506476,1.037677,-0.4332259,2.50858,0.1667585,"",4E,Yes,Yes,Yes,Yes,3,5,2,0,Cells,Cells,Cells,Animal,2,"Core15,CRO19",3.0,Exosome-dependent Met signaling on primary tumor growth and metastasis,Yes,Yes,"",1,Change in timeline (shortened 3 days) due to animal distress/death,5,"",2.0,Yes,"Cells,Exosomes","","","","","","","",Yes,between-subjects ANOVA,Yes,"",Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET.,2012,Nature Medicine,25,https://osf.io/ewqzf/,2014-07-28,25000,71117.28,75337.42,186545.5,42072,42305,https://elifesciences.org/articles/07383,42474,43228,Partial,pMET could not be reliabilty detected in exosomes,43291,43435,https://elifesciences.org/articles/39944,Yes,Yes,Yes,2,"Core15,CRO19","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,TRUE,TRUE,TRUE,p42e2o4,1,p42e2,1.937689,Cohen's d,0.348804,3.4519,0.411894,-0.700735,1.506476,0.8906913,0.563074377236061,0.79333099189569,0.317052754299778,1.937689,0.348804,3.4519,0.411894,-0.700735,1.506476,0.791620668664533,0.563074377236061,0.626663283056883,0.317052754299778,0.037337,FALSE,0.0336810441515349,3.84169695584847,TRUE,-0.00911509722583692,3.88449309722584,TRUE,0.116267246309124,0.124511655267232,4.70433898041729,45.0515512572598,1.525795,0.943716037356661,0.804718277901409,0.794472867870507,0.924503183374513,0.210535067803067,0.0251913390860449,1.82381502766298
272,272,272,44,1,1,1,Tumor-free survival of GFP vs PREX2-G844D,Positive,Null-positive,20,28,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.055702,,,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,,,0.8474241,No,,,"",,,,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.859225,0.5148898,6.7135112,0.343806,Null-positive,Proportional Hazards Assumption of a Cox Regression,z,2.055702,,,0.03981128,Proportional Hazards Assumption of a Cox Regression,z,0.1924061,,,0.8474241,,"",,,,Hazard ratio,4.079901,0.6839868,1.067675,15.590505,1.076923,0.3851644,0.5062116,2.2910642,1.859225,0.5148898,6.7135112,0.343806,"","3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,Yes,Yes,"",0,"",6,"","1,2,3",Yes,Cells,"Sequencing,Transduction, Western blot, Xenograft","","","","","","",Yes,Student's t test,Yes,"",Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,"",42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o1,1,p44e1,1.4060727234158,Log hazard ratio,0.0654833871110923,2.74666207510439,0.074107900725148,-0.680800515290137,0.829016425776242,0.683986723516884,0.385164460412442,0.467837837947363,0.148351661564808,0.26273508703565,0.0125116885997529,0.48499548184654,0.0141593490166215,-0.129395488358743,0.157164869068012,0.120533794746658,0.0731034752901346,0.0145283956760296,0.00534411809949532,0.013981501812503,FALSE,-0.0135608473035213,0.539031021374821,TRUE,-0.228324319119462,0.753794493190762,TRUE,0.0778457121933747,0.321129420377315,18.5555908486491,9250.27517125751,0.248575738019029,0.0198725137755249,0.801607992208249,0.643365667941088,0.0810063576864045,0.00390697740436456,-0.0415027963072823,0.203515511680091
273,273,273,44,1,2,1,Tumor-free survival of GFP vs PREX2-Q1430,Positive,Null-negative,20,22,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.561347,,,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,,,0.9437466,No,,,"",,,,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,2.185001,0.3867368,12.3449061,0.3763281,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.561347,,,0.01042671,Proportional Hazards Assumption of a Cox Regression,z,-0.07056167,,,0.9437466,,"",,,,Hazard ratio,5.704528,0.679822,1.505061,21.621469,0.968719,0.4503955,0.4007011,2.3419369,2.185001,0.3867368,12.3449061,0.3763281,"","3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,Yes,Yes,"",0,"",6,"","1,2,3",Yes,Cells,"Sequencing,Transduction, Western blot, Xenograft","","","","","","",Yes,Student's t test,Yes,"",Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,"",42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o2,1,p44e1,1.74126024544789,Log hazard ratio,0.408833428940919,3.07368675624879,-0.0317806988265912,-0.914539516147899,0.850978322028617,0.679822014161458,0.450395479739091,0.462157970938541,0.202856088169406,0.32164410041664,0.0779683813130878,0.533773532391049,-0.00607245933765427,-0.173085164522608,0.16126078970965,0.116278960907775,0.0852939025588062,0.013520796749792,0.00727504981371112,0.0157731435645713,FALSE,0.0390022984566846,0.604285902376596,FALSE,-0.173013645157233,0.816301845990513,TRUE,0.023054373000774,0.194115873721783,-52.9676828665086,553880.769933757,0.327716559754294,0.0207958465635031,0.857953834422692,0.681937949840594,0.108573236364618,0.00473000556026561,-0.0262233569952089,0.243369829724445
274,274,274,44,1,3,1,Tumor-free survival of PREX2-WT vs PREX2-G844D,Positive,Null-negative,20,21,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.391392,,,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,,,0.6519858,No,,,"",,,,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,2.119975,0.2668461,16.8422711,0.4773274,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.391392,,,0.0167846,Proportional Hazards Assumption of a Cox Regression,z,-0.4510052,,,0.6519858,,"",,,,Hazard ratio,6.764221,0.7993867,1.411818,32.408353,0.808731,0.4707017,0.3214712,2.0345393,2.119975,0.2668461,16.8422711,0.4773274,"","3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,Yes,Yes,"",0,"",6,"","1,2,3",Yes,Cells,"Sequencing,Transduction, Western blot, Xenograft","","","","","","",Yes,Student's t test,Yes,"",Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,"",42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o3,1,p44e1,1.91164710347716,Log hazard ratio,0.344878235579216,3.47841619821332,-0.212288926487815,-1.13484731941031,0.710269405058492,0.799386618160092,0.470701691210361,0.639018965293429,0.221560082108294,0.350781858266429,0.0658079273822223,0.591702868537872,-0.0405423045570995,-0.213689308079742,0.134933332555364,0.134159337953106,0.0889359813203194,0.0179987279600157,0.00790960877340819,0.0220264603063818,FALSE,0.0353047455084275,0.666258971024431,FALSE,-0.163344299126074,0.864908015658932,TRUE,0.0150497860496397,0.135747573024537,-8.65224269065391,371.193251491742,0.391324162823529,0.0259083367334239,0.863538961108066,0.701247870114853,0.0789258443774674,0.00549486823671964,-0.0663611476641418,0.224212836419077
275,275,275,44,1,4,1,Tumor-free survival of PREX2-WT vs PREX2-Q1430,Positive,Null-negative,20,15,Yes,Student's t test,Proportional Hazards Assumption of a Cox Regression,z,2.806539,,,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,,,0.5287432,No,,,"",,,,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,2.415904,0.1939964,30.0860951,0.4930263,Null-negative,Proportional Hazards Assumption of a Cox Regression,z,2.806539,,,0.005007683,Proportional Hazards Assumption of a Cox Regression,z,-0.6299257,,,0.5287432,,"",,,,Hazard ratio,9.370483,0.7972683,1.96393,44.70931,0.7121782,0.5388367,0.2477023,2.0476104,2.415904,0.1939964,30.0860951,0.4930263,"","3B,S6",Yes,Yes,Yes,Yes,2,5,2,0,"Cells,Plasmids","Cells,Plasmids","Cells,Plasmids",Animal,3,"CRO6,CRO7,CRO22","1,2,3",Impact of PREX2 isoforms on tumor-free survival,Yes,Yes,"",0,"",6,"","1,2,3",Yes,Cells,"Sequencing,Transduction, Western blot, Xenograft","","","","","","",Yes,Student's t test,Yes,"",Melanoma genome sequencing reveals frequent PREX2 mutations,2012,Nature,48,https://osf.io/jvpnw/,2014-05-29,25000,25198.39,28068.91,29737.68,41849,41954,https://elifesciences.org/articles/04180,41954,42557,Yes,"",42632,42695,https://elifesciences.org/articles/21634,Yes,Yes,Yes,3,"CRO6,CRO7,CRO22","",FALSE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,TRUE,FALSE,TRUE,TRUE,p44e1o4,1,p44e1,2.2375646424138,Log hazard ratio,0.674947567749238,3.80018175733772,-0.339427117986324,-1.39552765710401,0.716673454705407,0.797268269784529,0.538836715488191,0.635636694005217,0.290345005958102,0.404883484407519,0.128294674934868,0.636297428165896,-0.0647705471711602,-0.260849871707219,0.136135753401459,0.129594920426622,0.101273704068047,0.0167948434003826,0.0102563631356623,0.0225874328571372,FALSE,0.0825232884181441,0.727243680396894,FALSE,-0.113494749124102,0.92326171793914,TRUE,0.00429668362862934,0.0757757739683251,-6.25104313751726,99.5340883645244,0.469654031578679,0.0270512065360449,0.895235976973603,0.730517210091973,0.113297011093951,0.00636770165838563,-0.0431039598210467,0.26969798200895
283,283,283,47,1,1,1,2HG levels in cells expressing IDH1-WT vs IDH1-R132H,Positive,Positive,,12,No,"","","",,,,,contrast of between-subjects ANOVA,t,8.327805,,20,0.0000000623345,Yes,1.017033,2.078411,Mean,0.2939114,1.423535,2.733286,Cohen's d,,,,,4.808061,1.336805,2.419753,7.14554,,,,,Positive,"","",,,,,contrast of between-subjects ANOVA,t,8.327805,,20,0.0000000623345,2.078411,Mean,0.2939114,1.423535,2.733286,Cohen's d,,,,,4.808061,1.336805,2.419753,7.14554,,,,,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",TRUE,,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,FALSE,p47e1o1,1,p47e1,,Cohen's d,,,4.808061,2.419753,7.14554,,1.20558006097979,,1.45342328343205,,,,4.808061,2.419753,7.14554,,1.2055800609798,,1.45342328343205,,,,,,,,,,,,,,,,,,,,
284,284,284,47,1,2,1,2HG levels in cells expressing IDH2-WT vs IDH2-R132H,Positive,Positive,,12,No,"","","",,,,,contrast of between-subjects ANOVA,t,9.348221,,20,0.000000009705688,Yes,1.831397,2.333081,Mean,0.1954259,1.897645,2.768517,Cohen's d,,,,,5.397198,1.465532,2.785572,7.962231,,,,,Positive,"","",,,,,contrast of between-subjects ANOVA,t,9.348221,,20,0.000000009705688,2.333081,Mean,0.1954259,1.897645,2.768517,Cohen's d,,,,,5.397198,1.465532,2.785572,7.962231,,,,,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",TRUE,,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,FALSE,p47e1o2,1,p47e1,,Cohen's d,,,5.397198,2.785572,7.962231,,1.32060054185506,,1.74398579114788,,,,5.397198,2.785572,7.962231,,1.32060054185506,,1.74398579114788,,,,,,,,,,,,,,,,,,,,
285,285,285,47,1,3,1,"H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,"",between-subjects ANOVA,F,6.619672,3,8,0.01467993,Kruskal-Wallis rank sum test,chi-squared,0.3666667,,3,0.9470389,No,,,"",,,,r,0.8442984,0.3333333,0.5245781,0.9553101,0.1300683,0.2182179,-0.2884638,0.50687,0.5747969,-0.4027295,0.9397864,0.2354855,Null-positive,between-subjects ANOVA,F,6.619672,3,8,0.01467993,between-subjects ANOVA,F,0.46759,3,20,0.7081679,,"",,,,Cohen's d,2.4622,0.765441,0.9619,3.9624,0.2634,0.41,-0.5402,1.0671,1.267794,-0.8789299,3.414517,0.2470686,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o3,1,p47e1,2.4622,Cohen's d,0.9619,3.9624,0.2634,-0.5402,1.0671,0.765441,0.410033044657498,0.585899924481,0.168127097711098,2.4622,0.9619,3.9624,0.2634,-0.5402,1.0671,0.765447738751212,0.410033044657498,0.585910240759344,0.168127097711098,0.0000500000000003276,FALSE,0.760258936096788,4.16414106390321,FALSE,0.712513376046712,4.21188662395329,FALSE,0.0113365721890557,0.0137760007028553,9.34776006074411,220.193958668313,2.1988,0.754037338470442,0.97193304664416,0.964836666619975,0.753664664077578,0.130639934221163,0.0452524058205757,1.46207692233458
286,286,286,47,1,4,1,"H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,"",between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,No,,,"",,,,r,0.8514205,0.3333333,0.5426985,0.9574714,0.2678817,0.2182179,-0.1519333,0.6058127,0.6265789,-0.2252117,0.9354924,0.1350389,Null-positive,between-subjects ANOVA,F,7.027372,3,8,0.0124397,between-subjects ANOVA,F,0.5153888,3,20,0.6763842,,"",,,,Cohen's d,2.5204,0.7733046,1.0047,4.036,0.3142,0.4107311,-0.4909,1.1193,1.320006,-0.8336042,3.473616,0.229629,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o4,1,p47e1,2.5204,Cohen's d,1.0047,4.036,0.3142,-0.4909,1.1193,0.7733046,0.410772854170039,0.59800000438116,0.168734337723,2.5204,1.0047,4.036,0.3142,-0.4909,1.1193,0.773305025987852,0.410772854170039,0.598000663218072,0.168734337723,0.0000499999999998835,FALSE,0.804188785580284,4.23661121441972,FALSE,0.75682952237767,4.28397047762233,FALSE,0.0117506393913531,0.0142109949744051,8.02164226607257,116.038449173823,2.2062,0.766735000941072,0.974939118027817,0.968396684652809,0.799715458962455,0.131601199556783,0.0887016835323778,1.51072923439253
288,288,288,47,1,6,1,"H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,"",between-subjects ANOVA,F,3.003348,3,8,0.09492094,Kruskal-Wallis rank sum test,chi-squared,1.546667,,3,0.6715423,No,,,"",,,,r,0.7277978,0.3333333,0.2642831,0.9181871,0.2635354,0.2182179,-0.1564986,0.6028442,0.4993459,-0.08529196,0.82819694,0.08995777,Null-positive,between-subjects ANOVA,F,3.003348,3,8,0.09492094,between-subjects ANOVA,F,0.6513995,3,20,0.5913318,,"",,,,Cohen's d,1.7058,0.6742403,0.3843,3.0272,0.1906,0.4091455,-0.6114,0.9925,0.853427,-0.6197774,2.326632,0.256205,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",FALSE,FALSE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o6,1,p47e1,1.7058,Cohen's d,0.3843,3.0272,0.1906,-0.6114,0.9925,0.6742403,0.409165681780726,0.45459998214409,0.167416555147087,1.7058,0.3843,3.0272,0.1906,-0.6114,0.9925,0.674221572653084,0.409165681780727,0.454574729030798,0.167416555147087,0.0000499999999998835,FALSE,0.160046492806825,3.25155350719318,TRUE,0.10762798108556,3.30397201891444,TRUE,0.0547035802415767,0.06313935818108,8.94963273871983,381.629084486966,1.5152,0.621991284177885,0.874113121264632,0.858665836641291,0.598434596419069,0.122354343424355,-0.0871448459490113,1.28401403878715
289,289,289,47,1,7,1,H3K9me2 levels in cells expressing IDH1-WT vs IDH1-R132H,Positive,Null-positive,6,12,No,"",contrast of between-subjects ANOVA,t,3.198824,,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,,20,0.8146451,No,,,"",,,,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.9950606,-1.313242,3.303364,0.3981672,Null-positive,contrast of between-subjects ANOVA,t,3.198824,,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,,20,0.8146451,,"",,,,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.9950606,-1.313242,3.303364,0.3981672,"","1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",Yes,Yes,"",2,Lysis conditions needed to be optimized to enable Western blot analysis,5,"","",No,"","","","","","","","",Yes,Correlation,Yes,"",IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,"",1,"Core18,Core22","",FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o7,1,p47e1,2.611829,Cohen's d,0.1847137,4.915465,0.1371508,-0.99936,1.266919,1.509655,0.578143021472874,2.279058219025,0.334249353277784,2.611829,0.1847137,4.915465,0.1371508,-0.99936,1.266919,1.2068464873119,0.578143021472874,1.45647844393707,0.334249353277784,0.0617396500000007,FALSE,-0.0109571315923485,5.23461513159235,TRUE,-0.0421881418275003,5.2658461418275,TRUE,0.0644166103432444,0.0676210141409936,19.043483523246,6521.59499654557,2.4746782,1.79072779721485,0.865420163216976,0.85980468543831,0.599063319148429,0.271859843079539,-0.422865441671236,1.62099207996809
