X.3,X.2,X.1,X,pID,eID,oID,internalID,Effect.description,origDirection,Observed.difference.in.replication.,origN,repN,testReported,What.statistical.test.was.reported.,Statistical.test.applied.to.original.data,Original.test.statistic.type,Original.test.statistic.value,Original.df1,Original.df2,Original.p.value,Replication.statistical.test,Replication.test.statistic.type,Replication.test.statistic.value,Replication.df1,Replication.df2,Replication.p.value,Was.original.data.representative.,origRawDiff,Replication.raw.difference..if.original.reported.representative.data.,Replication.raw.difference.type..mean.or.median.,Replication.raw.diference.standard.error,Replication.raw.difference.lower.CI,Replication.raw.difference.upper.CI,Effect.size.type,Original.effect.size,Original.standard.error,Original.lower.CI,Original.upper.CI,Replication.effect.size,Replication.standard.error,Replication.lower.CI,Replication.upper.CI,Meta.analysis.effect.size,Meta.analysis.lower.CI,Meta.analysis.upper.CI,Meta.analysis.p.value,repDirection,Statistical.test.applied.to.original.data..SMD.,Original.test.statistic.type..SMD.,Original.test.statistic.value..SMD.,origdf1,origdf2,origPval,Replication.statistical.test..SMD.,Replication.test.statistic.type..SMD.,Replication.test.statistic.value..SMD.,repdf1,repdf2,repPval,repRawDiff,Replication.raw.difference.type..mean.or.median...SMD.,Replication.raw.diference.standard.error..SMD.,Replication.raw.difference.lower.CI..SMD.,Replication.raw.difference.upper.CI..SMD.,EStype,origES,origSE,origESLo,origESHi,repES,repSE,repESLo,repESHi,Meta.analysis.effect.size..SMD.,Meta.analysis.lower.CI..SMD.,Meta.analysis.upper.CI..SMD.,Meta.analysis.p.value..SMD.,Notes.x,Original.paper.figure,Was.experiment.originally.identified.by.RP.CB.team,Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.,Did.the.experiment.protocol.get.submitted.to.eLife,Did.the.experiment.protocol.get.accepted.and.published.in.eLife,infoNeeded,infoQuality,Data.shared.by.original.authors,Code.shared.by.original.authors,Key.materials.asked.to.be.shared,materialsSharedProse,Key.materials.shared,expType,What.types.of.experimental.techniques.were.utilized.,What.category.of.experimental.techniques.were.utilized.,Number.of.lab.s..contracted.for.the.experiment,labsContracted,Registered.Report.protocol,Experiment.description,Original.sample.number..reported.,Replication.sample.number..power.,Replication.sample.number..reported.,Replication.experiment.attempted,Replication.experiment.completed,If.experiment.incomplete..why.,changesNeededRaw,If.modifications.were.needed.for.experiment.to.proceed..what.were.they.,changesSuccess,If.modifications.unable.to.be.fully.implemented..why.,Replication.study.figure,Were.materials.shippped.between.replicating.labs.,If.a.material.was.shipped.between.replicating.labs..what.was.it.,Was.the.original.experiment.blinded.,Was.the.replication.experiment.blinded.,Was.the.original.experiment.randomized.,Was.the.replication.experiment.randomized.,Was.the.original.experiment.sample.size.determined.a.priori.,Was.the.replication.experiment.sample.size.determined.a.priori.,Was.a.statistical.test.reported.in.the.original.paper..y,What.statistical.test.s..was.reported.,Was.variation.of.biological.repeats.reported.in.the.original.experiment.,Notes.y,Original.paper.title,Year,Original.paper.journal,Number.of.original.authors,OSF.project.link,Draft.protocol.shared.with.original.authors.date,Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team,Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife,Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife,Actual.budget.at.completion.of.replication.attempt,Registered.Report.submission.date,Registered.Report.acceptance.date,Link.to.Registered.Report,Experimental.work.start.date,Experimental.work.end.date,Replication.study.fully.completed,If.Replication.study.incomplete..why.,Replication.study.submission.date,Replication.study.acceptance.date,Link.to.Replication.study,Did.original.authors.respond.to.any.emails.,Did.the.original.paper.have.a.potential.conflict.of.issue.statement.,Did.the.replication.study.have.a.potential.conflict.of.issue.statement.,Number.of.lab.s..contracted.for.the.entire.paper,Contracted.lab.s..for.the.entire.paper,Notes,repSignif,origSignif,changes,changes_a..GTE.moderate.success,changes_b..LT.moderate.success,changes_c..No.changes.needed,materialsShared,materialsShared_a.No,materialsShared_b.Yes,materialsShared_c..Not.requested,hasCROLab,hasCoreLab,expAnimal,quantPair,peoID,nInternal,peID,origES2,ES2type,origESLo2,origESHi2,repES2,repESLo2,repESHi2,origSE2,repSE2,origVar2,repVar2,origES3,origESLo3,origESHi3,repES3,repESLo3,repESHi3,origSE3,repSE3,origVar3,repVar3,discrep,badCI
288,288,288,288,47,1,6,1,"H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,,between-subjects ANOVA,F,3.003348,3,8,0.09492094,Kruskal-Wallis rank sum test,chi-squared,1.546667,,3,0.6715423,No,,,,,,,r,0.7277978,0.3333333,0.2642831,0.9181871,0.2635354,0.2182179,-0.1564986,0.6028442,0.4350764,0.1078811,0.6772304,0.010675,Null-positive,between-subjects ANOVA,F,3.003348,3,8,0.09492094,between-subjects ANOVA,F,0.6513995,3,20,0.5913318,,,,,,Cohen's d,1.7058,0.6742403,0.3843,3.0272,0.1906,0.4091455,-0.6114,0.9925,0.5983886,-0.08717124,1.283948,0.08712765,,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,FALSE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o6,1,p47e1,1.7058,Cohen's d,0.3843,3.0272,0.1906,-0.6114,0.9925,0.6742403,0.409165681780726,0.45459998214409,0.167416555147087,1.7058,0.3843,3.0272,0.1906,-0.6114,0.9925,0.674221572653084,0.409165681780727,0.454574729030798,0.167416555147087,4.99999999998835e-05,FALSE
289,289,289,289,47,1,7,1,H3K9me2 levels in cells expressing IDH1-WT vs IDH1-R132H,Positive,Null-positive,6,12,No,,contrast of between-subjects ANOVA,t,3.198824,,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,,20,0.8146451,No,,,,,,,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.5075219,-0.6371608,1.6522045,0.3848494,Null-positive,contrast of between-subjects ANOVA,t,3.198824,,8,0.01263466,contrast of between-subjects ANOVA,t,0.2375521,,20,0.8146451,,,,,,Cohen's d,2.611829,1.509655,0.1847137,4.915465,0.1371508,0.6333472,-0.99936,1.266919,0.5075219,-0.6371608,1.6522045,0.3848494,,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o7,1,p47e1,2.611829,Cohen's d,0.1847137,4.915465,0.1371508,-0.99936,1.266919,1.509655,0.578143021472874,2.279058219025,0.334249353277784,2.611829,0.1847137,4.915465,0.1371508,-0.99936,1.266919,1.2068464873119,0.578143021472874,1.45647844393707,0.334249353277784,0.0617396500000007,FALSE
290,290,290,290,47,1,8,1,H3K9me2 levels in cells expressing IDH2-WT vs IDH2-R132H,Positive,Null-positive,6,12,No,,contrast of between-subjects ANOVA,t,4.230703,,8,0.002873608,contrast of between-subjects ANOVA,t,1.314959,,20,0.2034023,No,,,,,,,Cohen's d,3.454354,1.799265,0.6033013,6.205243,0.7591922,0.6592286,-0.4363171,1.920202,1.078171,-0.1350271,2.2913689,0.08153943,Null-positive,contrast of between-subjects ANOVA,t,4.230703,,8,0.002873608,contrast of between-subjects ANOVA,t,1.314959,,20,0.2034023,,,,,,Cohen's d,3.454354,1.799265,0.6033013,6.205243,0.7591922,0.6592286,-0.4363171,1.920202,1.078171,-0.1350271,2.2913689,0.08153943,,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o8,1,p47e1,3.454354,Cohen's d,0.6033013,6.205243,0.7591922,-0.4363171,1.920202,1.799265,0.601163878159987,3.237354540225,0.361398008404356,3.454354,0.6033013,6.205243,0.7591922,-0.4363171,1.920202,1.42909302012369,0.601163878159987,2.04230686016624,0.361398008404356,0.0500818499999998,FALSE
291,291,291,291,47,1,9,1,"Correlation of 2HG levels and H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.521111,,10,0.005528176,Pearson's correlation,t,1.120151,,22,0.2747297,No,,,,,,,Pearson's r,0.744,0.3333333,0.2968469,0.9235582,0.2322847,0.2182179,-0.1888034,0.5812195,0.4247194,0.09530711,0.67029297,0.01300721,Null-positive,Pearson's correlation,t,3.521111,,10,0.005528176,Pearson's correlation,t,1.120151,,22,0.2747297,,,,,,Pearson's r,0.744,0.3333333,0.2968469,0.9235582,0.2322847,0.2182179,-0.1888034,0.5812195,0.4247194,0.09530711,0.67029297,0.01300721,original study did not specifiy what type of correlation was conduction,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o9,1,p47e1,0.959379579994681,Fisher's z,0.306058243337884,1.61270115605124,0.236603121881939,-0.191096046239843,0.664302373722241,0.333333398730789,0.218217892448371,0.111111154709419,0.0476190485846089,1.11347305656959,0.310858835591594,2.4084972269847,0.238816857196985,-0.192261236355325,0.714251021555197,0.535121667525274,0.231257376426551,0.28635519905503,0.0534799741516913,0.24620497471856,FALSE
292,292,292,292,47,1,10,1,"Correlation of 2HG levels and H3K9me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,4.513654,,10,0.001119253,Pearson's correlation,t,1.531952,,22,0.139789,No,,,,,,,Pearson's r,0.819,0.3333333,0.462472,0.9475357,0.3104728,0.2182179,-0.1062284,0.6344132,0.5160051,0.2098753,0.7299959,0.001766977,Null-positive,Pearson's correlation,t,4.513654,,10,0.001119253,Pearson's correlation,t,1.531952,,22,0.139789,,,,,,Pearson's r,0.819,0.3333333,0.462472,0.9475357,0.3104728,0.2182179,-0.1062284,0.6344132,0.5160051,0.2098753,0.7299959,0.001766977,original study did not specifiy what type of correlation was conduction,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o10,1,p47e1,1.15377257362615,Fisher's z,0.500451290977657,1.80709358523901,0.32106856088997,-0.10663070457972,0.748767692966863,0.333333240959522,0.218217886730026,0.111111049528579,0.0476190460889183,1.42734272159456,0.52160424599935,2.96429162268789,0.326613289335906,-0.106832886576635,0.820721908591842,0.623145985323238,0.236625469264974,0.388310919024469,0.0559916127048691,0.315605212749059,FALSE
293,293,293,293,47,1,11,1,"Correlation of 2HG levels and H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.39758,,10,0.006798659,Pearson's correlation,t,1.348201,,22,0.191312,No,,,,,,,Pearson's r,0.732,0.3333333,0.2726285,0.9195869,0.2762519,0.2182179,-0.1430907,0.6115032,0.4449938,0.1200204,0.6838334,0.008779401,Null-positive,Pearson's correlation,t,3.39758,,10,0.006798659,Pearson's correlation,t,1.348201,,22,0.191312,,,,,,Pearson's r,0.732,0.3333333,0.2726285,0.9195869,0.2762519,0.2182179,-0.1430907,0.6115032,0.4449938,0.1200204,0.6838334,0.008779401,original study did not specifiy what type of correlation was conduction,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o11,1,p47e1,0.933022554305762,Fisher's z,0.279701187251329,1.58634409369331,0.283619727273215,-0.144079467268136,0.711318877007781,0.33333339713092,0.21821787314032,0.111111153642839,0.047619040157885,1.07440925375874,0.283362445164054,2.34059075178311,0.287437452106384,-0.144578473298679,0.772839703046094,0.52481278300168,0.23403954959919,0.275428457201968,0.0547745107765915,0.237567344714843,FALSE
294,294,294,294,47,1,12,1,"Correlation of 2HG levels and H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,2.830974,,10,0.01782211,Pearson's correlation,t,0.7246845,,22,0.476283,No,,,,,,,Pearson's r,0.667,0.3333333,0.150838,0.8973882,0.1526915,0.2182179,-0.267161,0.5238232,0.3357744,-0.008516318,0.608893568,0.05570747,Null-positive,Pearson's correlation,t,2.830974,,10,0.01782211,Pearson's correlation,t,0.7246845,,22,0.476283,,,,,,Pearson's r,0.667,0.3333333,0.150838,0.8973882,0.1526915,0.2182179,-0.267161,0.5238232,0.3357744,-0.008516318,0.608893568,0.05570747,original study did not specifiy what type of correlation was conduction,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o12,1,p47e1,0.805319196385175,Fisher's z,0.151997835404969,1.45864032601636,0.153895033284127,-0.273804105801814,0.581594252588917,0.333333291049739,0.218217876741104,0.11111108292205,0.0476190417293958,0.895232658865338,0.152583788197238,2.03377827526097,0.154503219861972,-0.27723807501528,0.614940819892988,0.479905371196194,0.227600839083183,0.230309165302957,0.0518021419513688,0.197948372863767,FALSE
295,295,295,295,47,1,13,1,"Correlation of 2HG levels and H3K79me2 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",Positive,Null-positive,12,24,No,unknown,Pearson's correlation,t,3.215658,,10,0.009242931,Pearson's correlation,t,0.7523584,,22,0.4598103,No,,,,,,,Pearson's r,0.713,0.3333333,0.2354375,0.9132196,0.1583788,0.2182179,-0.2617404,0.5280394,0.3625201,0.02194189,0.62770693,0.0375105,Null-positive,Pearson's correlation,t,3.215658,,10,0.009242931,Pearson's correlation,t,0.7523584,,22,0.4598103,,,,,,Pearson's r,0.713,0.3333333,0.2354375,0.9132196,0.1583788,0.2182179,-0.2617404,0.5280394,0.3625201,0.02194189,0.62770693,0.0375105,original study did not specifiy what type of correlation was conduction,"1B,S1",Yes,Yes,Yes,Yes,2,0,0,0,Plasmids,No,No,Cell-based,"transfection (plasmid),cell culture,histone extraction,Western blot assay,metabolite extraction,GC-MS","cell,immuno",2,"Core18,Core22",1.0,"Methylation status and 2HG production in 293T cells expressing IDH1-WT, IDH1-R132H,IDH2-WT, or IDH2-R172K",3.0,6,6,Yes,Yes,,2,Lysis conditions needed to be optimized to enable Western blot analysis,5,,,No,,,,,,,,Yes,Correlation,Yes,,IDH mutation impairs histone demethylation and results in a block to cell differentiation.,2012,Nature,17,https://osf.io/vfsbo/,2014-11-03,25000,34829.41,34829.41,46344.04,42234,42415,https://elifesciences.org/articles/10860,42415,43034,Partial,Differentation did not occur during experimentation despite occurring during pilot; knockdown was not reliable,,,Partial,No,Yes,,1,"Core18,Core22",,FALSE,TRUE,a. GTE moderate success,1,0,0,a.No,1,0,0,FALSE,TRUE,FALSE,TRUE,p47e1o13,1,p47e1,0.893259641282249,Fisher's z,0.239938331267507,1.54658098332672,0.159723344289382,-0.267975896223316,0.587422623604628,0.333333332236165,0.218217917924824,0.111111110379665,0.0476190597034451,1.01688045491983,0.242247191754683,2.24120709937156,0.160403342693746,-0.271194704949896,0.621793503692706,0.509948122359497,0.227807300462248,0.260047087497976,0.051896166143897,0.224846690643297,FALSE
300,300,300,300,48,1,1,1,"Total RNA per 1000 cells at 0hr, 1hr, 24hr",Positive,Null-positive,6,6,No,,contrast of between-subjects ANOVA,t,5.134981,,6,0.002146524,contrast of between-subjects ANOVA,t,1.020668,,6,0.3467888,No,,,,,,,Cohen's d,4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,Positive,contrast of between-subjects ANOVA,t,5.134981,,6,0.002146524,contrast of between-subjects ANOVA,t,1.020668,,6,0.0402666336056294,,,,,,Cohen's d,4.192694,2.07268,0.9424328,7.367756,0.8333723,1.063118,-0.9053048,2.483884,1.988452,0.3064703,3.670434,0.02049911,,"1B,3E",Yes,Yes,Yes,Yes,1,5,2,0,Cells,Cells,Cells,Cell-based,"cell culture,cell counting assay (C-chip),Western blot assay,RNA extraction,RNA gel electrophoresis","cell,immuno,molecular",1,Core13,"1,2",Induction of c-Myc in P493-6 cells and impact on total RNA levels,3.0,3,3,Yes,Yes,,1,Cell number needed to be optimized to enable sufficient number for assays,5,,1.0,No,,,,,,,,No,,Yes,,Transcriptional amplification in tumor cells with elevated c-Myc,2012,Cell,8,https://osf.io/mokeb/,2014-02-21,25000,48317.5,49877.5,50877.5,41836,41987,https://elifesciences.org/articles/04024,41987,42834,Yes,,42926,43055,https://elifesciences.org/articles/30274,Yes,Yes,Yes,2,"Core13,Core19",A statement in the acknowledgment section was identified as a COI statement.,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p48e1o1,2,p48e1,4.192694,Cohen's d,0.9424328,7.367756,0.8333723,-0.9053048,2.483884,2.07268,0.86460486690916,4.2960023824,0.747541575883006,4.192694,0.9424328,7.367756,1.56315084476588,-0.9053048,2.483884,1.63914318086509,0.762139636317093,2.68679036737653,0.58085682524555,0.0375996000000001,FALSE
302,302,302,302,48,2,1,1,Active gene expression at 0 hr vs 1 hr,Positive,Positive,755,708,Yes,Mann-Whitney,Wilcoxon signed-rank test,z,21.17035,,,1.050387e-130,Wilcoxon signed-rank test,z,14.86294,,,1.360204e-55,No,,,,,,,r,0.5448031,0.03646625,0.4926005,0.5930991,0.3949782,0.03766218,0.3309264,0.4554072,0.4245685,0.3894968,0.4584108,4.347031e-99,Positive,paired t test,t,6.149365,,754,1.261028e-09,paired t test,t,5.622824,,707,1.02140518265514e-14,,,,,,Cohen's dz,0.2237983,0.03684661,0.1515069,0.2959447,0.2113187,0.03799955,0.1367669,0.2857241,0.2128143,0.1703825,0.255246,8.35416e-23,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1",Yes,Yes,Yes,Yes,1,5,3,2,Cells,Cells,Cells,Cell-based,"cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4",Digital gene expression analsysis in P493-6 cells,1269.0,1336,1292,Yes,Yes,,0,,6,,2.0,Yes,Cell lysate,,,,,,,Yes,Mann-Whitney,Yes,Code shared by authors after Registered Report published,Transcriptional amplification in tumor cells with elevated c-Myc,2012,Cell,8,https://osf.io/mokeb/,2014-02-21,25000,48317.5,49877.5,50877.5,41836,41987,https://elifesciences.org/articles/04024,41987,42834,Yes,,42926,43055,https://elifesciences.org/articles/30274,Yes,Yes,Yes,2,"Core13,Core19",A statement in the acknowledgment section was identified as a COI statement.,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p48e2o1,2,p48e2,0.2237983,Cohen's dz,0.1515069,0.2959447,0.2113187,0.1367669,0.2857241,0.03684661,0.0379999839729085,0.0013576726684921,0.00144399878194131,0.2237983,0.1515069,0.2959447,0.207023240409271,0.1367669,0.2857241,0.0368470546242959,0.0267546275427971,0.00135770543448585,0.000715810094953798,7.24999999999754e-05,FALSE
304,304,304,304,48,2,2,1,Active gene expression at 0 hr vs 24 hr,Positive,Positive,755,708,No,,Wilcoxon signed-rank test,z,23.25822,,,3.3262e-184,Wilcoxon signed-rank test,z,9.922278,,,3.669327e-24,No,,,,,,,r,0.5985329,0.03646625,0.5507,0.6424476,0.2636816,0.03766218,0.1937634,0.3309346,0.4154523,0.3800668,0.4496236,2.117248e-94,Positive,paired t test,t,8.325682,,754,3.932289e-16,paired t test,t,4.513307,,707,1.04893871366585e-12,,,,,,Cohen's dz,0.3030026,0.03721969,0.2299555,0.3758572,0.1696205,0.03785166,0.09537286,0.2437497,0.2286221,0.1860863,0.2711578,5.992255e-26,,"3F,Table S1",Yes,Yes,Yes,Yes,1,5,3,2,Cells,Cells,Cells,Cell-based,"cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4",Digital gene expression analsysis in P493-6 cells,1269.0,1336,1292,Yes,Yes,,0,,6,,2.0,Yes,Cell lysate,,,,,,,Yes,Mann-Whitney,Yes,Code shared by authors after Registered Report published,Transcriptional amplification in tumor cells with elevated c-Myc,2012,Cell,8,https://osf.io/mokeb/,2014-02-21,25000,48317.5,49877.5,50877.5,41836,41987,https://elifesciences.org/articles/04024,41987,42834,Yes,,42926,43055,https://elifesciences.org/articles/30274,Yes,Yes,Yes,2,"Core13,Core19",A statement in the acknowledgment section was identified as a COI statement.,TRUE,TRUE,a. GTE moderate success,1,0,0,b.Yes,0,1,0,FALSE,TRUE,FALSE,TRUE,p48e2o2,2,p48e2,0.3030026,Cohen's dz,0.2299555,0.3758572,0.1696205,0.09537286,0.2437497,0.03721969,0.0378519302319781,0.0013853053236961,0.00143276862228654,0.3030026,0.2299555,0.3758572,0.190306494601934,0.09537286,0.2437497,0.0372205053640919,0.0267137123741397,0.00138536601955839,0.000713622428808267,9.62500000000199e-05,FALSE
